Loan_ID,Gender,Married,ApplicantIncome,LoanAmount,Loan_Status
LP002978,Female,No,2900.0,71.0,Y
LP002840,Female,No,2378.0,9.0,N
LP001891,Male,Yes,11146.0,136.0,Y
LP002556,Male,No,2435.0,75.0,N
LP002387,Male,Yes,2425.0,143.0,Y
LP001385,Male,No,5316.0,136.0,Y
LP002648,Male,Yes,2130.0,,N
LP001811,Male,Yes,,123.0,Y
LP002974,Male,Yes,3232.0,108.0,Y
LP001256,Male,No,3750.0,176.0,N
LP002832,Male,Yes,8799.0,258.0,N
LP002489,Female,No,5191.0,132.0,Y
LP002407,Female,Yes,7142.0,138.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP002446,Male,Yes,2309.0,125.0,N
LP002335,Female,Yes,2149.0,178.0,N
LP002784,Male,Yes,2492.0,,Y
LP001871,Female,No,7200.0,120.0,Y
LP002181,Male,No,6216.0,133.0,N
LP001814,Male,Yes,9703.0,112.0,Y
LP001653,Male,No,4885.0,48.0,Y
LP001259,Male,Yes,1000.0,110.0,N
LP002243,Male,Yes,3010.0,,N
LP002820,Male,Yes,5923.0,211.0,Y
LP001673,Male,No,11000.0,,N
LP001398,Male,No,5050.0,118.0,Y
LP002386,Male,No,,405.0,Y
LP002161,Female,No,,,N
LP001014,Male,Yes,3036.0,158.0,N
LP001994,Female,No,2400.0,104.0,N
LP002315,Male,Yes,8300.0,152.0,N
LP001199,Male,Yes,3357.0,144.0,Y
LP001572,Male,Yes,9323.0,75.0,Y
LP002634,Female,No,13262.0,40.0,Y
LP001963,Male,Yes,2014.0,113.0,N
LP001925,Female,No,2600.0,99.0,N
LP001606,Male,Yes,3497.0,116.0,Y
LP001875,Male,No,4095.0,151.0,Y
LP002743,Female,No,2138.0,99.0,N
LP002804,Female,Yes,4180.0,182.0,Y
LP001877,Male,Yes,4708.0,150.0,Y
LP002357,Female,No,2720.0,80.0,N
LP001379,Male,Yes,3800.0,216.0,N
LP002418,Male,No,4707.0,148.0,Y
LP001052,Male,Yes,3717.0,151.0,N
LP001761,Male,No,6400.0,200.0,Y
LP001877,Male,Yes,,150.0,Y
LP002778,Male,Yes,6633.0,,N
LP002305,Female,No,4547.0,115.0,Y
LP001870,Female,No,3481.0,155.0,N
LP001449,Male,No,3865.0,,Y
LP001814,Male,Yes,9703.0,112.0,Y
LP001443,Female,No,3692.0,93.0,Y
LP002110,Male,Yes,,160.0,Y
LP002140,Male,No,8750.0,308.0,N
LP002160,Male,Yes,5167.0,200.0,Y
LP001002,Male,No,5849.0,,Y
LP002112,Male,Yes,2500.0,176.0,Y
LP001610,Male,Yes,5516.0,495.0,N
LP002734,Male,Yes,6133.0,324.0,Y
LP001443,Female,No,3692.0,93.0,Y
LP001865,Male,Yes,6083.0,330.0,Y
LP002319,Male,Yes,6256.0,160.0,Y
LP002524,Male,No,5532.0,162.0,Y
LP001977,Male,Yes,1625.0,96.0,Y
LP002226,Male,Yes,3333.0,128.0,Y
LP002586,Female,Yes,3326.0,105.0,Y
LP001469,Male,No,20166.0,,Y
LP001974,Female,No,5000.0,132.0,Y
LP002244,Male,Yes,2333.0,136.0,Y
LP001720,Male,Yes,,100.0,Y
LP001465,Male,Yes,6080.0,182.0,N
LP001924,Male,No,3158.0,89.0,Y
LP001606,Male,Yes,3497.0,116.0,Y
LP001754,Male,Yes,4735.0,138.0,N
LP002366,Male,Yes,2666.0,121.0,Y
LP002231,Female,No,6000.0,156.0,Y
LP001792,Male,Yes,3315.0,96.0,Y
LP001519,Female,No,10000.0,225.0,N
LP001119,Male,No,3600.0,80.0,N
LP001091,Male,Yes,4166.0,,N
LP002894,Female,Yes,3166.0,36.0,Y
LP002729,Male,No,11250.0,196.0,N
LP001391,Male,Yes,3572.0,152.0,N
LP002541,Male,Yes,10833.0,234.0,Y
LP001264,Male,Yes,3333.0,130.0,Y
LP001776,Female,No,8333.0,280.0,Y
LP001945,Female,No,5417.0,143.0,N
LP002369,Male,Yes,2920.0,87.0,Y
LP002926,Male,Yes,2726.0,106.0,N
LP001616,Male,Yes,3750.0,116.0,Y
LP002403,Male,No,10416.0,187.0,N
LP001245,Male,Yes,1875.0,97.0,Y
LP002519,Male,Yes,4691.0,100.0,Y
LP001640,Male,Yes,39147.0,120.0,Y
LP001011,Male,Yes,,267.0,Y
LP002487,Male,Yes,3015.0,153.0,Y
LP002067,Male,Yes,8666.0,376.0,N
LP002978,Female,No,2900.0,71.0,Y
LP001325,Male,No,,25.0,Y
LP002377,Female,No,8624.0,150.0,Y
LP001639,Female,Yes,3625.0,108.0,Y
LP001205,Male,Yes,2500.0,120.0,Y
LP002043,Female,No,3541.0,112.0,Y
LP001256,Male,No,3750.0,176.0,N
LP002489,Female,No,5191.0,132.0,Y
LP001865,Male,Yes,6083.0,330.0,Y
LP002953,Male,Yes,5703.0,128.0,Y
LP002319,Male,Yes,6256.0,160.0,Y
LP001028,Male,Yes,,200.0,Y
LP001073,Male,Yes,4226.0,110.0,Y
LP002894,Female,Yes,3166.0,36.0,Y
LP001345,Male,Yes,4288.0,133.0,Y
LP001875,Male,No,4095.0,151.0,Y
LP002197,Male,Yes,5185.0,155.0,Y
LP002263,Male,Yes,2583.0,120.0,Y
LP001608,Male,Yes,2045.0,101.0,Y
LP002348,Male,Yes,5829.0,138.0,Y
LP002874,Male,No,3229.0,110.0,Y
LP001109,Male,Yes,1828.0,100.0,N
LP001138,Male,Yes,5649.0,44.0,Y
LP001565,Male,Yes,3089.0,121.0,N
LP002615,Male,Yes,4865.0,208.0,Y
LP002098,Male,No,2935.0,98.0,Y
LP001504,Male,No,6950.0,175.0,Y
LP001136,Male,Yes,4695.0,96.0,Y
LP002484,Male,Yes,7740.0,128.0,Y
LP001716,Male,Yes,3173.0,137.0,Y
LP001579,Male,No,2237.0,63.0,N
LP001743,Male,Yes,4009.0,,Y
LP001574,Male,Yes,3707.0,182.0,Y
LP001186,Female,Yes,11500.0,286.0,N
LP001926,Male,Yes,3704.0,120.0,Y
LP002794,Female,No,2667.0,84.0,Y
LP002262,Male,Yes,9504.0,275.0,Y
LP001024,Male,Yes,3200.0,70.0,Y
LP002547,Male,Yes,18333.0,500.0,N
LP001744,Male,No,2971.0,144.0,Y
LP001194,Male,Yes,2708.0,,Y
LP001931,Female,No,4124.0,115.0,Y
LP001977,Male,Yes,1625.0,96.0,Y
LP002138,Male,Yes,,187.0,Y
LP001931,Female,No,4124.0,115.0,Y
LP002517,Male,Yes,2653.0,113.0,N
LP002065,Male,Yes,15000.0,300.0,Y
LP002684,Female,No,3400.0,95.0,N
LP001379,Male,Yes,3800.0,216.0,N
LP002682,Male,Yes,3074.0,123.0,N
LP002332,Male,Yes,2253.0,110.0,Y
LP001938,Male,Yes,4400.0,127.0,N
LP001758,Male,Yes,6250.0,210.0,Y
LP001439,Male,Yes,4300.0,194.0,Y
LP002529,Male,Yes,6700.0,230.0,Y
LP002138,Male,Yes,2625.0,187.0,Y
LP001949,Male,Yes,4416.0,110.0,Y
LP001349,Male,No,4843.0,,Y
LP001736,Male,Yes,2221.0,,N
LP001047,Male,Yes,2600.0,116.0,N
LP001279,Male,No,2366.0,136.0,Y
LP001392,Female,No,7451.0,,Y
LP002961,Male,Yes,3400.0,173.0,Y
LP001032,Male,No,4950.0,125.0,Y
LP001954,Female,Yes,4666.0,135.0,Y
LP001282,Male,Yes,2500.0,104.0,Y
LP001034,Male,No,3596.0,100.0,Y
LP002705,Male,Yes,3775.0,110.0,Y
LP001478,Male,No,2718.0,70.0,Y
LP002113,Female,No,1830.0,,N
LP002798,Male,Yes,3887.0,162.0,Y
LP001250,Male,Yes,4755.0,95.0,N
LP001245,Male,Yes,1875.0,97.0,Y
LP001931,Female,No,4124.0,115.0,Y
LP001896,Male,Yes,3900.0,90.0,Y
LP002961,Male,Yes,3400.0,173.0,Y
LP002877,Male,Yes,1782.0,107.0,Y
LP002717,Male,Yes,1025.0,216.0,Y
LP002348,Male,Yes,5829.0,138.0,Y
LP002244,Male,Yes,2333.0,,Y
LP001882,Male,Yes,4333.0,160.0,Y
LP002403,Male,No,10416.0,187.0,N
LP001865,Male,Yes,6083.0,330.0,Y
LP002960,Male,Yes,2400.0,,N
LP002305,Female,No,4547.0,115.0,Y
LP002983,Male,Yes,8072.0,253.0,Y
LP001401,Male,Yes,14583.0,185.0,Y
LP001535,Male,No,3254.0,50.0,Y
LP002115,Male,Yes,2647.0,173.0,N
LP001925,Female,No,2600.0,99.0,N
LP002836,Male,No,3333.0,70.0,Y
LP001798,Male,Yes,5819.0,120.0,Y
LP002588,Male,Yes,4625.0,,Y
LP001265,Female,No,3846.0,111.0,Y
LP001114,Male,No,4166.0,184.0,Y
LP001112,Female,Yes,3667.0,144.0,Y
LP001392,Female,No,7451.0,,Y
LP001369,Male,Yes,11417.0,225.0,Y
LP002408,Male,No,3660.0,187.0,Y
LP001250,Male,Yes,4755.0,95.0,N
LP001900,Male,Yes,2750.0,115.0,Y
LP001120,Male,No,1800.0,47.0,Y
LP002911,Male,Yes,2787.0,146.0,N
LP002788,Male,Yes,2454.0,181.0,N
LP002768,Male,No,3358.0,,N
LP002600,Male,Yes,2895.0,95.0,Y
LP001978,Male,No,4000.0,140.0,Y
LP002362,Male,Yes,7250.0,110.0,N
LP001489,Female,Yes,,84.0,N
LP002319,Male,Yes,6256.0,160.0,Y
LP002804,Female,Yes,4180.0,182.0,Y
LP001749,Male,Yes,7578.0,175.0,Y
LP001864,Male,Yes,4931.0,128.0,N
LP001431,Female,No,2137.0,137.0,Y
LP002714,Male,No,2679.0,94.0,Y
LP002229,Male,No,5941.0,296.0,Y
LP001798,Male,Yes,5819.0,120.0,Y
LP001955,Female,No,5000.0,151.0,N
LP002301,Female,No,7441.0,194.0,N
LP002983,Male,Yes,8072.0,253.0,Y
LP002784,Male,Yes,2492.0,,Y
LP002408,Male,No,3660.0,187.0,Y
LP002637,Male,No,3598.0,100.0,N
LP001008,Male,No,6000.0,141.0,Y
LP002555,Male,Yes,4583.0,,Y
LP002337,Female,No,2995.0,60.0,Y
LP002949,Female,No,416.0,350.0,N
LP001922,Male,Yes,20667.0,,N
LP002141,Male,Yes,2666.0,95.0,Y
LP001640,Male,Yes,39147.0,120.0,Y
LP001225,Male,Yes,5726.0,258.0,N
LP002741,Female,Yes,4608.0,140.0,Y
LP002036,Male,Yes,,88.0,Y
LP001949,Male,Yes,4416.0,110.0,Y
LP001002,Male,No,5849.0,,Y
LP002500,Male,Yes,2947.0,70.0,N
LP002757,Female,Yes,3017.0,102.0,Y
LP002585,Male,Yes,3597.0,119.0,N
LP001398,Male,No,5050.0,118.0,Y
LP001674,Male,Yes,2600.0,90.0,Y
LP002345,Male,Yes,1025.0,112.0,Y
LP001439,Male,Yes,4300.0,194.0,Y
LP002287,Female,No,1500.0,103.0,N
LP001109,Male,Yes,1828.0,100.0,N
LP001401,Male,Yes,14583.0,185.0,Y
LP002055,Female,No,3166.0,132.0,Y
LP001892,Male,No,2833.0,126.0,Y
LP002175,Male,Yes,4750.0,130.0,Y
LP002201,Male,Yes,9323.0,380.0,Y
LP001157,Female,No,3086.0,120.0,Y
LP001722,Male,Yes,150.0,135.0,N
LP002911,Male,Yes,2787.0,146.0,N
LP002547,Male,Yes,18333.0,500.0,N
LP001318,Male,Yes,6250.0,188.0,Y
LP001726,Male,Yes,3727.0,131.0,Y
LP002129,Male,Yes,2499.0,160.0,Y
LP002602,Male,No,6283.0,209.0,N
LP002377,Female,No,8624.0,150.0,Y
LP002341,Female,No,2600.0,160.0,N
LP002097,Male,No,4384.0,117.0,Y
LP002798,Male,Yes,3887.0,,Y
LP001327,Female,Yes,2484.0,137.0,Y
LP002265,Male,Yes,1993.0,113.0,Y
LP002732,Male,No,2550.0,126.0,Y
LP001465,Male,Yes,6080.0,182.0,N
LP002768,Male,No,3358.0,80.0,N
LP001698,Male,No,3975.0,55.0,Y
LP001765,Male,Yes,2491.0,104.0,Y
LP001369,Male,Yes,,225.0,Y
LP002888,Male,No,3182.0,161.0,Y
LP001954,Female,Yes,4666.0,135.0,Y
LP002161,Female,No,4723.0,81.0,N
LP001636,Male,Yes,4600.0,73.0,Y
LP001091,Male,Yes,4166.0,201.0,N
LP001577,Female,Yes,4583.0,112.0,N
LP001199,Male,Yes,3357.0,144.0,Y
LP002743,Female,No,2138.0,,N
LP002940,Male,No,3833.0,110.0,Y
LP002332,Male,Yes,2253.0,110.0,Y
LP001657,Male,Yes,6033.0,160.0,N
LP001253,Male,Yes,5266.0,187.0,Y
LP001473,Male,No,2014.0,74.0,Y
LP001426,Male,Yes,5667.0,180.0,Y
LP002714,Male,No,2679.0,94.0,Y
LP002194,Female,No,15759.0,55.0,Y
LP001155,Female,Yes,1928.0,100.0,Y
LP001907,Male,Yes,14583.0,436.0,Y
LP001013,Male,Yes,2333.0,95.0,Y
LP002974,Male,Yes,3232.0,108.0,Y
LP001106,Male,Yes,2275.0,,Y
LP001677,Male,No,4923.0,166.0,Y
LP002959,Female,Yes,12000.0,496.0,Y
LP002821,Male,No,5800.0,132.0,Y
LP002277,Female,No,3180.0,71.0,N
LP002219,Male,Yes,8750.0,130.0,Y
LP001643,Male,Yes,2383.0,58.0,Y
LP002587,Male,Yes,,107.0,Y
LP001207,Male,Yes,2609.0,165.0,N
LP002533,Male,Yes,2947.0,,N
LP002065,Male,Yes,15000.0,300.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP001907,Male,Yes,14583.0,,Y
LP001205,Male,Yes,2500.0,120.0,Y
LP001401,Male,Yes,14583.0,185.0,Y
LP001263,Male,Yes,3167.0,180.0,N
LP002699,Male,Yes,17500.0,400.0,Y
LP002328,Male,Yes,6096.0,218.0,N
LP001698,Male,No,3975.0,55.0,Y
LP002219,Male,Yes,8750.0,130.0,Y
LP001643,Male,Yes,2383.0,58.0,Y
LP001478,Male,No,2718.0,70.0,Y
LP002731,Female,No,18165.0,125.0,Y
LP002308,Male,Yes,2167.0,115.0,Y
LP001552,Male,Yes,4583.0,255.0,Y
LP001043,Male,Yes,7660.0,104.0,N
LP001206,Male,Yes,3029.0,99.0,Y
LP002250,Male,Yes,5488.0,125.0,Y
LP002585,Male,Yes,3597.0,119.0,N
LP001888,Female,No,3237.0,30.0,Y
LP001263,Male,Yes,3167.0,180.0,N
LP002740,Male,Yes,6417.0,157.0,Y
LP001581,Male,Yes,,95.0,Y
LP001715,Male,Yes,5703.0,130.0,Y
LP001384,Male,Yes,2071.0,94.0,Y
LP001603,Male,Yes,4344.0,87.0,N
LP002979,Male,Yes,4106.0,40.0,Y
LP002912,Male,Yes,4283.0,172.0,N
LP001195,Male,Yes,2132.0,96.0,Y
LP001656,Male,No,12000.0,164.0,N
LP001877,Male,Yes,4708.0,150.0,Y
LP001401,Male,Yes,14583.0,185.0,Y
LP002370,Male,No,2717.0,60.0,Y
LP002455,Male,Yes,3859.0,96.0,Y
LP001990,Male,No,2000.0,,N
LP001256,Male,No,3750.0,176.0,N
LP002670,Female,Yes,,113.0,Y
LP002606,Female,No,3159.0,100.0,Y
LP002101,Male,Yes,63337.0,490.0,Y
LP002841,Male,Yes,3166.0,104.0,N
LP002489,Female,No,5191.0,132.0,Y
LP002582,Female,No,17263.0,,Y
LP001888,Female,No,3237.0,30.0,Y
LP002231,Female,No,6000.0,156.0,Y
LP001907,Male,Yes,14583.0,436.0,Y
LP001844,Male,No,16250.0,192.0,N
LP002936,Male,Yes,3859.0,142.0,Y
LP002219,Male,Yes,8750.0,130.0,Y
LP001137,Female,No,3410.0,88.0,Y
LP001334,Male,Yes,4188.0,115.0,Y
LP002603,Female,No,645.0,113.0,Y
LP001106,Male,Yes,2275.0,,Y
LP002130,Male,Yes,3523.0,152.0,N
LP002409,Male,Yes,7901.0,180.0,Y
LP002137,Male,Yes,6333.0,259.0,Y
LP001493,Male,Yes,,129.0,N
LP001038,Male,Yes,4887.0,133.0,N
LP001841,Male,No,2583.0,104.0,Y
LP002370,Male,No,2717.0,,Y
LP002054,Male,Yes,3601.0,,Y
LP002729,Male,No,11250.0,196.0,N
LP002398,Male,No,1926.0,50.0,Y
LP002734,Male,Yes,6133.0,324.0,Y
LP002912,Male,Yes,4283.0,172.0,N
LP002731,Female,No,18165.0,125.0,Y
LP002494,Male,No,6000.0,140.0,Y
LP002209,Female,No,2764.0,110.0,Y
LP002603,Female,No,645.0,113.0,Y
LP001671,Female,Yes,3416.0,113.0,Y
LP002128,Male,Yes,2583.0,125.0,Y
LP002833,Male,Yes,4467.0,120.0,Y
LP001491,Male,Yes,3316.0,88.0,Y
LP001572,Male,Yes,9323.0,75.0,Y
LP002194,Female,No,15759.0,55.0,Y
LP001350,Male,Yes,13650.0,,Y
LP001903,Male,Yes,3993.0,207.0,Y
LP002149,Male,Yes,8333.0,,Y
LP002928,Male,Yes,3000.0,56.0,Y
LP001443,Female,No,3692.0,93.0,Y
LP002051,Male,Yes,2400.0,115.0,Y
LP001529,Male,Yes,2577.0,152.0,Y
LP002624,Male,Yes,,480.0,Y
LP002370,Male,No,2717.0,60.0,Y
LP002836,Male,No,3333.0,70.0,Y
LP001888,Female,No,3237.0,30.0,Y
LP002447,Male,Yes,1958.0,60.0,Y
LP002067,Male,Yes,8666.0,376.0,N
LP002031,Male,Yes,3399.0,111.0,Y
LP001028,Male,Yes,3073.0,200.0,Y
LP002683,Male,No,4683.0,185.0,N
LP002798,Male,Yes,3887.0,162.0,Y
LP001699,Male,No,2479.0,59.0,Y
LP001398,Male,No,5050.0,118.0,Y
LP002683,Male,No,4683.0,185.0,N
LP001041,Male,Yes,2600.0,115.0,Y
LP002472,Male,No,4354.0,136.0,Y
LP002588,Male,Yes,4625.0,111.0,Y
LP001194,Male,Yes,2708.0,97.0,Y
LP002101,Male,Yes,63337.0,490.0,Y
LP001119,Male,No,3600.0,80.0,N
LP002545,Male,No,3547.0,80.0,N
LP002555,Male,Yes,,160.0,Y
LP001528,Male,No,6277.0,118.0,N
LP001514,Female,Yes,2330.0,100.0,Y
LP002778,Male,Yes,6633.0,,N
LP002178,Male,Yes,3013.0,95.0,Y
LP002348,Male,Yes,5829.0,138.0,Y
LP002368,Male,Yes,5935.0,133.0,Y
LP002723,Male,No,3588.0,110.0,N
LP002862,Male,Yes,6125.0,187.0,N
LP002637,Male,No,3598.0,100.0,N
LP002950,Male,Yes,2894.0,155.0,Y
LP001907,Male,Yes,14583.0,436.0,Y
LP002211,Male,Yes,4817.0,,Y
LP002053,Male,Yes,4342.0,124.0,Y
LP001443,Female,No,3692.0,93.0,Y
LP002357,Female,No,2720.0,80.0,N
LP002788,Male,Yes,2454.0,181.0,N
LP001947,Male,Yes,2383.0,172.0,Y
LP001653,Male,No,4885.0,48.0,Y
LP001843,Male,Yes,2661.0,279.0,Y
LP001865,Male,Yes,6083.0,330.0,Y
LP002098,Male,No,2935.0,98.0,Y
LP002847,Male,Yes,5116.0,165.0,N
LP002175,Male,Yes,4750.0,130.0,Y
LP001579,Male,No,2237.0,63.0,N
LP002243,Male,Yes,3010.0,,N
LP002053,Male,Yes,,124.0,Y
LP001011,Male,Yes,5417.0,267.0,Y
LP002106,Male,Yes,5503.0,70.0,Y
LP002533,Male,Yes,2947.0,,N
LP001038,Male,Yes,4887.0,133.0,N
LP001504,Male,No,6950.0,175.0,Y
LP002753,Female,No,3652.0,95.0,Y
LP002315,Male,Yes,8300.0,152.0,N
LP002244,Male,Yes,2333.0,136.0,Y
LP002345,Male,Yes,1025.0,112.0,Y
LP002119,Male,Yes,4554.0,158.0,Y
LP001637,Male,Yes,33846.0,260.0,N
LP002128,Male,Yes,,125.0,Y
LP002226,Male,Yes,3333.0,128.0,Y
LP001546,Male,No,2980.0,120.0,Y
LP001914,Male,Yes,3927.0,112.0,Y
LP002978,Female,No,2900.0,71.0,Y
LP002541,Male,Yes,10833.0,234.0,Y
LP001273,Male,Yes,6000.0,265.0,N
LP002602,Male,No,6283.0,209.0,N
LP001155,Female,Yes,1928.0,,Y
LP002894,Female,Yes,3166.0,36.0,Y
LP002366,Male,Yes,2666.0,121.0,Y
LP001990,Male,No,2000.0,,N
LP001263,Male,Yes,3167.0,180.0,N
LP001841,Male,No,2583.0,104.0,Y
LP002390,Male,No,3750.0,100.0,Y
LP002008,Male,Yes,5746.0,144.0,Y
LP002082,Male,Yes,5818.0,184.0,Y
LP002149,Male,Yes,8333.0,165.0,Y
LP001778,Male,Yes,3155.0,140.0,Y
LP001325,Male,No,3620.0,25.0,Y
LP001974,Female,No,5000.0,132.0,Y
LP001806,Male,No,,155.0,Y
LP001326,Male,No,6782.0,,N
LP002348,Male,Yes,5829.0,138.0,Y
LP001552,Male,Yes,4583.0,255.0,Y
LP001875,Male,No,4095.0,151.0,Y
LP001248,Male,No,3500.0,81.0,Y
LP002110,Male,Yes,5250.0,160.0,Y
LP001289,Male,No,,210.0,Y
LP002739,Male,Yes,2917.0,66.0,N
LP001708,Female,No,10000.0,214.0,N
LP002537,Male,Yes,2083.0,128.0,Y
LP002422,Male,No,37719.0,152.0,Y
LP001469,Male,No,20166.0,650.0,Y
LP001647,Male,Yes,9328.0,188.0,Y
LP001846,Female,No,3083.0,255.0,Y
LP001043,Male,Yes,7660.0,104.0,N
LP002449,Male,Yes,2483.0,90.0,Y
LP002643,Male,Yes,3283.0,148.0,Y
LP002648,Male,Yes,2130.0,70.0,N
LP002979,Male,Yes,4106.0,40.0,Y
LP002239,Male,No,2346.0,132.0,Y
LP001732,Male,Yes,5000.0,72.0,N
LP001750,Male,Yes,6250.0,128.0,Y
LP002422,Male,No,37719.0,152.0,Y
LP002855,Male,Yes,16666.0,275.0,Y
LP001289,Male,No,8566.0,210.0,Y
LP002110,Male,Yes,5250.0,160.0,Y
LP001953,Male,Yes,6875.0,200.0,Y
LP001005,Male,Yes,3000.0,66.0,Y
LP002341,Female,No,2600.0,160.0,N
LP001849,Male,No,6045.0,115.0,N
LP001806,Male,No,2965.0,155.0,Y
LP002128,Male,Yes,2583.0,125.0,Y
LP001367,Male,Yes,3052.0,100.0,Y
LP002588,Male,Yes,4625.0,111.0,Y
LP001656,Male,No,12000.0,164.0,N
LP001666,Male,No,,187.0,Y
LP001112,Female,Yes,3667.0,144.0,Y
LP002893,Male,No,1836.0,90.0,N
LP002398,Male,No,1926.0,50.0,Y
LP001401,Male,Yes,14583.0,185.0,Y
LP001116,Male,No,3748.0,110.0,Y
LP001716,Male,Yes,3173.0,137.0,Y
LP002106,Male,Yes,5503.0,70.0,Y
LP002455,Male,Yes,3859.0,96.0,Y
LP001841,Male,No,2583.0,104.0,Y
LP002705,Male,Yes,3775.0,110.0,Y
LP001005,Male,Yes,3000.0,66.0,Y
LP001750,Male,Yes,,128.0,Y
LP001151,Female,No,4000.0,144.0,Y
LP001401,Male,Yes,14583.0,185.0,Y
LP002190,Male,Yes,6325.0,,Y
LP002500,Male,Yes,2947.0,70.0,N
LP002547,Male,Yes,18333.0,500.0,N
LP001343,Male,Yes,1759.0,131.0,Y
LP002582,Female,No,17263.0,,Y
LP001693,Female,No,3244.0,80.0,Y
LP001935,Male,No,9508.0,187.0,Y
LP002487,Male,Yes,3015.0,153.0,Y
LP002888,Male,No,3182.0,161.0,Y
LP002940,Male,No,3833.0,,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP002149,Male,Yes,8333.0,165.0,Y
LP001636,Male,Yes,4600.0,73.0,Y
LP002035,Male,Yes,3717.0,120.0,Y
LP002188,Male,No,5124.0,124.0,N
LP001493,Male,Yes,4200.0,129.0,N
LP001634,Male,No,1916.0,67.0,N
LP001279,Male,No,2366.0,136.0,Y
LP001758,Male,Yes,6250.0,210.0,Y
LP001356,Male,Yes,4652.0,,Y
LP001693,Female,No,3244.0,80.0,Y
LP001671,Female,Yes,3416.0,113.0,Y
LP001935,Male,No,9508.0,187.0,Y
LP001716,Male,Yes,,137.0,Y
LP001345,Male,Yes,4288.0,133.0,Y
LP001325,Male,No,3620.0,25.0,Y
LP002300,Female,No,,53.0,Y
LP002446,Male,Yes,2309.0,125.0,N
LP001430,Female,No,4166.0,44.0,Y
LP001656,Male,No,12000.0,164.0,N
LP002446,Male,Yes,2309.0,125.0,N
LP002720,Male,Yes,4281.0,100.0,Y
LP002784,Male,Yes,2492.0,,Y
LP002115,Male,Yes,2647.0,173.0,N
LP002239,Male,No,2346.0,132.0,Y
LP001280,Male,Yes,3333.0,99.0,Y
LP001896,Male,Yes,3900.0,90.0,Y
LP002588,Male,Yes,4625.0,111.0,Y
LP001222,Female,No,4166.0,116.0,N
LP002990,Female,No,4583.0,133.0,N
LP002494,Male,No,,140.0,Y
LP001917,Female,No,1811.0,54.0,Y
LP002211,Male,Yes,4817.0,120.0,Y
LP002794,Female,No,2667.0,,Y
LP002435,Male,Yes,3539.0,55.0,N
LP001116,Male,No,3748.0,110.0,Y
LP002113,Female,No,1830.0,,N
LP002804,Female,Yes,4180.0,182.0,Y
LP001546,Male,No,2980.0,120.0,Y
LP002588,Male,Yes,4625.0,111.0,Y
LP001884,Female,No,2876.0,90.0,Y
LP002401,Male,Yes,2213.0,,Y
LP002004,Male,No,2927.0,111.0,Y
LP001666,Male,No,8333.0,187.0,Y
LP001387,Female,Yes,2929.0,139.0,Y
LP001900,Male,Yes,2750.0,115.0,Y
LP001529,Male,Yes,2577.0,152.0,Y
LP001994,Female,No,2400.0,104.0,N
LP001519,Female,No,10000.0,225.0,N
LP002055,Female,No,3166.0,132.0,Y
LP001841,Male,No,2583.0,104.0,Y
LP002357,Female,No,2720.0,80.0,N
LP002265,Male,Yes,1993.0,113.0,Y
LP002959,Female,Yes,12000.0,496.0,Y
LP002544,Male,Yes,1958.0,131.0,Y
LP001520,Male,Yes,,125.0,Y
LP002262,Male,Yes,9504.0,275.0,Y
LP002842,Male,Yes,3417.0,186.0,Y
LP002753,Female,No,3652.0,95.0,Y
LP001578,Male,Yes,2439.0,129.0,Y
LP001768,Male,Yes,3716.0,42.0,Y
LP001041,Male,Yes,2600.0,115.0,Y
LP002634,Female,No,13262.0,40.0,Y
LP002369,Male,Yes,2920.0,87.0,Y
LP002493,Male,No,4166.0,98.0,N
LP002345,Male,Yes,1025.0,112.0,Y
LP001519,Female,No,10000.0,225.0,N
LP002699,Male,Yes,17500.0,,Y
LP001870,Female,No,3481.0,155.0,N
LP001744,Male,No,2971.0,144.0,Y
LP001940,Male,Yes,3153.0,134.0,Y
LP001883,Female,No,3418.0,135.0,N
LP001451,Male,Yes,10513.0,160.0,N
LP001877,Male,Yes,4708.0,150.0,Y
LP002527,Male,Yes,16525.0,150.0,Y
LP002335,Female,Yes,2149.0,178.0,N
LP001430,Female,No,4166.0,44.0,Y
LP002035,Male,Yes,3717.0,120.0,Y
LP001266,Male,Yes,2395.0,,Y
LP002341,Female,No,2600.0,160.0,N
LP001924,Male,No,3158.0,89.0,Y
LP002716,Male,No,6783.0,130.0,Y
LP002341,Female,No,2600.0,160.0,N
LP002158,Male,Yes,,100.0,N
LP001036,Female,No,3510.0,76.0,N
LP001233,Male,Yes,10750.0,312.0,Y
LP001136,Male,Yes,4695.0,96.0,Y
LP002237,Male,No,3667.0,113.0,Y
LP002361,Male,Yes,1820.0,100.0,Y
LP001508,Male,Yes,11757.0,187.0,Y
LP002140,Male,No,8750.0,308.0,N
LP002562,Male,Yes,,186.0,Y
LP002778,Male,Yes,6633.0,,N
LP002978,Female,No,2900.0,71.0,Y
LP002086,Female,Yes,4333.0,110.0,N
LP001807,Male,Yes,6250.0,108.0,Y
LP001708,Female,No,10000.0,214.0,N
LP002201,Male,Yes,9323.0,380.0,Y
LP001788,Female,No,3463.0,122.0,Y
LP001964,Male,Yes,1800.0,93.0,N
LP001091,Male,Yes,4166.0,201.0,N
LP002738,Male,No,3617.0,107.0,Y
